ID,age,work_type,final_weight,education,total_education_yrs,marital_state,job,status,ethnicity,sex,capital_gain,capital_loss,hrs_per_week,nationality,target_income
19374,42,Private,250121,11th,7,Married-civ-spouse,Other-service,Wife,White,F,0,0,40,US,0
19375,30,Private,224462,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
19376,61,Self-emp-not-inc,133969,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,M,0,0,63,South,0
19377,29,Private,169631,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,White,F,0,0,40,US,0
19378,17,Private,209650,12th,8,Never-married,Other-service,Own-child,White,M,0,0,16,US,0
19379,33,Local-gov,154874,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,0
19380,35,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
19381,35,Private,406051,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,F,0,0,80,US,1
19382,19,Private,266635,HS-grad,9,Never-married,Other-service,Own-child,Black,M,0,0,30,US,0
19383,33,Private,163110,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,3781,0,40,US,0
19384,54,Private,96062,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,1
19385,25,Private,19214,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,40,US,0
19386,19,Private,45381,Some-college,10,Never-married,Adm-clerical,Own-child,White,F,0,0,8,US,0
19387,33,Private,102821,12th,8,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,0
19388,62,Private,131117,7th-8th,4,Divorced,Tech-support,Unmarried,White,F,0,0,38,Columbia,0
19389,17,Private,89821,11th,7,Never-married,Other-service,Own-child,White,M,0,0,10,US,0
19390,43,Private,48882,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,F,0,0,40,US,0
19391,32,Private,207113,10th,6,Divorced,Craft-repair,Unmarried,White,M,0,0,40,US,0
19392,21,Private,177125,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,M,0,0,20,US,0
19393,29,Private,274969,HS-grad,9,Never-married,Craft-repair,Unmarried,White,F,0,0,42,US,0
19394,55,Local-gov,135439,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,F,0,0,48,US,0
19395,47,Federal-gov,27067,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
19396,44,Private,187821,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,55,US,0
19397,42,Private,52849,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
19398,20,Private,88126,Some-college,10,Never-married,Adm-clerical,Own-child,White,M,0,0,9,England,0
19399,41,Private,101739,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,50,US,1
19400,29,Private,137618,Some-college,10,Never-married,Other-service,Not-in-family,White,F,0,0,41,US,1
19401,22,Private,239098,HS-grad,9,Never-married,Other-service,Unmarried,White,F,0,0,40,US,0
19402,43,Private,210844,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,F,0,0,40,US,1
19403,29,Local-gov,190330,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,10,US,0
19404,26,Private,199143,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,50,US,0
19405,44,Private,167955,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,Poland,0
19406,35,Private,176123,10th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,M,0,0,60,India,0
19407,57,Private,319733,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,Poland,1
19408,27,Private,177398,HS-grad,9,Never-married,Other-service,Unmarried,White,F,0,0,64,US,0
19409,62,State-gov,159699,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,38,US,0
19410,49,Private,357540,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,25,US,0
19411,36,Private,145576,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,M,0,1977,40,Japan,1
19412,32,Private,27051,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,44,US,0
19413,37,Private,286730,Some-college,10,Divorced,Craft-repair,Unmarried,White,F,0,0,40,US,0
19414,57,Private,255109,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,F,0,0,45,US,0
19415,50,Private,221336,HS-grad,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,F,0,0,40,Philippines,0
19416,21,Private,117606,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,F,0,0,40,US,0
19417,45,Private,81132,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,M,0,0,40,Philippines,0
19418,37,Self-emp-not-inc,348960,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,50,US,1
19419,40,Private,373050,12th,8,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,?,0
19420,18,State-gov,191117,11th,7,Never-married,Other-service,Own-child,White,M,0,0,20,US,0
19421,54,Private,257337,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
19422,28,Private,472580,Some-college,10,Never-married,Sales,Own-child,Black,M,0,0,40,US,0
19423,56,Private,193622,HS-grad,9,Separated,Craft-repair,Unmarried,White,M,0,0,40,US,0
19424,64,Private,148606,10th,6,Separated,Other-service,Not-in-family,White,F,0,0,35,US,0
19425,41,Self-emp-not-inc,193459,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
19426,52,Private,147876,Bachelors,13,Married-civ-spouse,Sales,Wife,White,F,15024,0,60,US,1
19427,25,Private,232991,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,M,0,0,40,Mexico,0
19428,39,Private,315565,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,M,0,0,40,Cuba,0
19429,33,Private,113326,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
19430,23,Private,197387,HS-grad,9,Never-married,Craft-repair,Own-child,White,M,0,0,37,Mexico,0
19431,51,Private,112310,Some-college,10,Divorced,Exec-managerial,Unmarried,White,F,0,0,40,US,0
19432,45,Private,87583,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,14,US,0
19433,30,Private,54929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,55,US,0
19434,45,Private,47314,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,1902,40,?,1
19435,64,Local-gov,202984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,3137,0,40,US,0
19436,30,Private,373914,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19437,55,Self-emp-not-inc,141807,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
19438,52,Self-emp-inc,81436,Prof-school,15,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,1
19439,60,Local-gov,232769,11th,7,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,20,US,0
19440,66,Self-emp-not-inc,274451,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,25,US,1
19441,61,Local-gov,153408,Masters,14,Divorced,Prof-specialty,Not-in-family,White,F,0,0,40,US,1
19442,19,?,35507,Some-college,10,Never-married,?,Own-child,White,F,0,0,45,US,0
19443,18,Private,120781,10th,6,Never-married,Other-service,Own-child,White,M,0,0,20,US,0
19444,47,Private,23545,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,40,US,0
19445,31,Private,298871,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,0,40,China,0
19446,63,Private,100099,9th,5,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
19447,42,Private,274198,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,F,0,0,38,Mexico,0
19448,38,Self-emp-not-inc,77820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
19449,48,Private,80651,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,F,0,0,55,US,0
19450,27,Private,210498,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,80,US,0
19451,23,Private,335067,Bachelors,13,Never-married,Sales,Not-in-family,White,M,0,0,50,US,0
19452,20,Private,284317,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,35,US,0
19453,21,Private,182117,Some-college,10,Never-married,Other-service,Own-child,White,M,0,0,15,US,0
19454,40,Self-emp-not-inc,95226,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,M,0,0,50,US,0
19455,46,Private,503923,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,M,4386,0,40,US,1
19456,53,Private,68898,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,0
19457,32,State-gov,443546,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,45,US,0
19458,51,Private,71046,Some-college,10,Divorced,Exec-managerial,Unmarried,White,M,0,0,45,Scotland,0
19459,51,Private,191965,HS-grad,9,Widowed,Other-service,Unmarried,White,F,0,0,32,US,0
19460,26,Private,35917,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,0
19461,49,Private,50748,Some-college,10,Divorced,Sales,Unmarried,White,F,0,0,55,England,0
19462,50,Private,159650,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,M,0,0,60,US,1
19463,55,Private,147098,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,1
19464,23,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,M,0,0,40,US,0
19465,43,Private,173321,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
19466,54,Self-emp-not-inc,121761,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,M,0,0,50,?,0
19467,22,Private,409230,12th,8,Never-married,Transport-moving,Other-relative,White,M,0,0,40,US,0
19468,27,Private,58654,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,F,0,0,40,US,0
19469,41,Private,139907,10th,6,Never-married,Handlers-cleaners,Unmarried,White,M,0,0,50,US,0
19470,36,?,187203,Assoc-voc,11,Divorced,?,Own-child,White,M,0,0,50,US,0
19471,61,Local-gov,192060,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,M,0,0,30,?,0
19472,26,State-gov,28366,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,M,0,0,40,US,0
19473,39,Private,294919,HS-grad,9,Divorced,Transport-moving,Own-child,White,M,0,0,60,US,0
19474,64,Private,165020,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,48,US,0
19475,62,Self-emp-not-inc,173631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,70,US,0
19476,29,State-gov,356089,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,7688,0,40,US,1
19477,51,Private,34361,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,F,0,0,20,US,1
19478,78,?,27979,HS-grad,9,Married-civ-spouse,?,Husband,White,M,2228,0,32,US,0
19479,29,Private,93662,Some-college,10,Divorced,Prof-specialty,Unmarried,White,F,0,0,24,US,0
19480,21,?,163911,Some-college,10,Never-married,?,Own-child,White,F,0,0,3,US,0
19481,39,Private,160916,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,White,F,0,0,45,US,0
19482,40,Self-emp-not-inc,29036,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,35,US,0
19483,59,State-gov,132717,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,40,US,0
19484,34,Federal-gov,149368,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
19485,25,Private,202091,HS-grad,9,Never-married,Exec-managerial,Own-child,White,F,0,0,40,US,0
19486,30,Private,370183,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,0
19487,36,Private,166416,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,40,US,0
19488,43,Private,218309,Bachelors,13,Divorced,Sales,Not-in-family,White,F,0,0,50,US,0
19489,47,Private,88564,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,M,0,0,20,US,0
19490,51,Local-gov,152754,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,1
19491,32,Private,44675,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,65,US,1
19492,37,Private,379522,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,55,US,1
19493,28,Private,175987,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,F,0,0,40,US,0
19494,29,Private,224215,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
19495,46,Private,219611,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
19496,38,Self-emp-not-inc,423616,HS-grad,9,Married-civ-spouse,Sales,Wife,White,F,0,0,24,US,1
19497,24,Private,219754,HS-grad,9,Never-married,Adm-clerical,Own-child,White,M,0,0,40,US,0
19498,43,Private,255635,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,M,0,0,40,Mexico,0
19499,47,Private,326857,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,5013,0,40,US,0
19500,25,Private,197871,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,0,44,US,1
19501,21,Private,212114,Some-college,10,Never-married,Prof-specialty,Own-child,White,F,0,0,8,US,0
19502,42,Self-emp-not-inc,96524,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,1
19503,28,Local-gov,211920,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,0
19504,35,Private,219902,HS-grad,9,Separated,Transport-moving,Unmarried,Black,F,0,0,48,US,0
19505,27,Private,134152,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,45,US,0
19506,63,?,331527,HS-grad,9,Married-civ-spouse,?,Husband,White,M,0,0,14,US,0
19507,18,Private,216730,11th,7,Never-married,Other-service,Own-child,White,M,0,0,12,US,0
19508,42,Private,195821,HS-grad,9,Separated,Sales,Unmarried,White,F,0,0,40,US,0
19509,76,?,164835,HS-grad,9,Widowed,?,Not-in-family,White,F,0,0,25,US,0
19510,18,Private,268952,12th,8,Never-married,Other-service,Own-child,White,M,0,0,20,US,0
19511,19,Private,84747,HS-grad,9,Never-married,Sales,Own-child,White,F,0,0,24,US,0
19512,27,Private,108431,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,M,0,0,40,US,0
19513,29,Private,107160,HS-grad,9,Never-married,Other-service,Not-in-family,White,M,0,0,40,US,0
19514,25,Private,282313,10th,6,Never-married,Handlers-cleaners,Own-child,Black,M,0,1602,40,US,0
19515,35,Self-emp-not-inc,42044,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19516,34,Private,24529,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,M,0,0,15,US,0
19517,42,Private,31387,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,F,0,0,40,US,0
19518,33,Private,212918,Some-college,10,Never-married,Tech-support,Not-in-family,White,M,0,0,70,US,0
19519,46,Private,207301,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,F,0,0,37,US,0
19520,41,State-gov,222434,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,40,US,0
19521,30,Private,203488,Some-college,10,Never-married,Craft-repair,Not-in-family,White,M,0,0,44,US,0
19522,52,Private,150393,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,1
19523,49,Self-emp-not-inc,47086,Bachelors,13,Widowed,Sales,Unmarried,White,F,0,0,40,US,0
19524,36,Private,281021,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,M,0,0,45,US,0
19525,18,?,423460,11th,7,Never-married,?,Own-child,White,M,0,0,36,US,0
19526,51,Private,162988,10th,6,Divorced,Other-service,Unmarried,White,F,0,0,25,US,0
19527,41,?,254630,Assoc-voc,11,Divorced,?,Not-in-family,White,M,0,0,80,US,0
19528,47,Private,140644,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
19529,66,?,314347,HS-grad,9,Married-civ-spouse,?,Husband,Black,M,0,0,40,US,0
19530,24,Local-gov,111450,10th,6,Never-married,Craft-repair,Unmarried,Black,M,0,0,65,Haiti,0
19531,64,Private,180247,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,M,0,0,40,US,0
19532,61,Private,35649,Some-college,10,Married-civ-spouse,Other-service,Husband,White,M,0,0,6,US,0
19533,45,Local-gov,159816,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,F,0,1977,35,US,1
19534,41,Private,155657,11th,7,Never-married,Handlers-cleaners,Other-relative,Black,F,0,0,40,US,0
19535,40,Private,205987,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,F,0,0,40,Cuba,0
19536,47,Private,120939,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,M,0,0,45,US,0
19537,55,Private,51008,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
19538,18,Private,192409,12th,8,Never-married,Other-service,Own-child,White,F,0,0,25,US,0
19539,33,Private,109996,Assoc-acdm,12,Married-spouse-absent,Prof-specialty,Own-child,White,F,0,0,40,US,0
19540,25,Private,186925,Some-college,10,Never-married,Other-service,Not-in-family,White,M,2597,0,48,US,0
19541,19,Private,472807,1st-4th,2,Never-married,Handlers-cleaners,Other-relative,White,M,0,0,52,Mexico,0
19542,35,Private,328301,Assoc-acdm,12,Married-AF-spouse,Adm-clerical,Wife,White,F,0,0,40,US,0
19543,35,State-gov,98776,HS-grad,9,Never-married,Tech-support,Own-child,White,M,0,0,40,US,0
19544,25,Private,181598,11th,7,Married-civ-spouse,Tech-support,Husband,White,M,0,0,40,US,0
19545,23,Private,199070,HS-grad,9,Never-married,Protective-serv,Own-child,Black,M,0,0,16,US,0
19546,29,Private,234447,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,F,0,0,40,US,0
19547,25,Private,60726,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,M,0,0,30,US,0
19548,39,Private,43712,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,7298,0,40,US,1
19549,57,Private,205708,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,Poland,0
19550,44,Self-emp-inc,121352,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,US,0
19551,37,Private,234807,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,F,7430,0,45,US,1
19552,69,Private,177374,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,F,1848,0,12,US,0
19553,58,?,266792,Some-college,10,Married-civ-spouse,?,Husband,White,M,99999,0,40,US,1
19554,18,Private,186954,11th,7,Never-married,Other-service,Own-child,White,F,0,0,20,US,0
19555,27,Private,247819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,F,0,0,15,US,0
19556,55,Federal-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,40,US,1
19557,36,Private,209993,1st-4th,2,Widowed,Other-service,Other-relative,White,F,0,0,20,Mexico,0
19558,31,Private,340917,HS-grad,9,Never-married,Craft-repair,Unmarried,White,M,14344,0,40,US,1
19559,22,State-gov,124942,Some-college,10,Never-married,Other-service,Own-child,White,M,0,0,45,US,0
19560,35,Private,178948,Masters,14,Never-married,Prof-specialty,Unmarried,White,F,0,0,32,US,0
19561,47,Private,285200,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19562,48,Private,49278,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
19563,21,Private,177420,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,F,0,0,40,US,0
19564,32,Self-emp-inc,110331,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,65,US,1
19565,18,Private,165532,Some-college,10,Never-married,Sales,Own-child,White,M,0,0,15,US,0
19566,23,Private,260617,10th,6,Never-married,Craft-repair,Not-in-family,White,M,0,0,40,US,0
19567,37,Private,89559,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
19568,28,Local-gov,283227,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,65,US,0
19569,26,Self-emp-not-inc,231714,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19570,33,Private,117779,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,F,0,0,46,US,1
19571,22,Private,194829,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,M,0,0,30,US,0
19572,39,Private,32146,Some-college,10,Never-married,Craft-repair,Not-in-family,White,M,0,0,40,US,0
19573,29,Private,178244,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
19574,55,Self-emp-not-inc,51499,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,72,US,0
19575,45,Private,194772,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,55,US,0
19576,33,State-gov,174171,Some-college,10,Separated,Tech-support,Not-in-family,White,M,0,0,12,US,0
19577,19,Private,67759,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,M,0,0,43,US,0
19578,27,Private,292472,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,0,40,Cambodia,1
19579,44,State-gov,395078,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
19580,49,Local-gov,78859,Masters,14,Widowed,Prof-specialty,Unmarried,White,F,0,323,20,US,0
19581,30,Self-emp-not-inc,167990,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,M,15024,0,65,US,1
19582,47,Local-gov,191389,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,F,0,0,35,US,0
19583,55,Private,106498,10th,6,Widowed,Transport-moving,Not-in-family,Black,F,0,0,35,US,0
19584,31,Private,272856,HS-grad,9,Never-married,Craft-repair,Own-child,Black,M,0,0,50,England,0
19585,35,Private,65876,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19586,50,Self-emp-inc,219420,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,1
19587,60,Private,146674,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,M,0,0,40,US,0
19588,17,Private,232900,11th,7,Never-married,Handlers-cleaners,Own-child,White,M,0,0,25,US,0
19589,40,Private,90222,Some-college,10,Never-married,Sales,Not-in-family,White,F,0,0,40,US,0
19590,24,Local-gov,187397,Some-college,10,Never-married,Protective-serv,Unmarried,Other,M,1151,0,40,US,0
19591,61,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
19592,34,Private,198265,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,M,3103,0,40,US,1
19593,17,Private,130795,10th,6,Never-married,Other-service,Own-child,White,M,0,0,20,US,0
19594,53,Private,94081,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,44,US,1
19595,20,Private,247115,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,F,0,0,35,US,0
19596,22,Private,177125,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,M,0,0,50,US,0
19597,18,Private,60981,10th,6,Never-married,Other-service,Own-child,White,F,0,0,30,US,0
19598,60,Private,114263,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,F,0,0,40,Hungary,1
19599,40,Private,194360,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,40,US,0
19600,41,Federal-gov,186601,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,F,0,0,40,US,0
19601,19,Private,170800,Some-college,10,Never-married,Other-service,Own-child,White,M,0,0,20,US,0
19602,46,Private,165138,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,45,US,1
19603,29,Private,148550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19604,61,Private,226297,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,0
19605,40,Private,149102,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,M,2174,0,60,Poland,0
19606,37,Self-emp-not-inc,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,5,US,1
19607,39,Private,248011,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,M,5178,0,40,US,1
19608,58,Private,314153,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,1
19609,27,Self-emp-not-inc,116613,Some-college,10,Married-civ-spouse,Other-service,Wife,White,F,0,0,50,US,0
19610,48,Self-emp-not-inc,115971,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,50,US,0
19611,19,Private,66838,Some-college,10,Never-married,Sales,Own-child,White,F,0,0,9,US,0
19612,23,Private,117606,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,F,0,0,40,US,0
19613,31,Private,137681,Some-college,10,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
19614,31,Private,259425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
19615,81,?,120478,Assoc-voc,11,Divorced,?,Unmarried,White,F,0,0,1,?,0
19616,55,Private,124808,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,Germany,1
19617,31,Private,382368,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19618,23,Private,196508,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,F,0,0,40,US,0
19619,26,Private,456618,Some-college,10,Never-married,Adm-clerical,Own-child,White,M,2597,0,40,US,0
19620,19,Private,205830,HS-grad,9,Never-married,Other-service,Own-child,White,F,0,0,40,El-Salvador,0
19621,34,Private,177437,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,15024,0,45,US,1
19622,74,Self-emp-not-inc,199136,Bachelors,13,Widowed,Craft-repair,Not-in-family,White,M,15831,0,8,Germany,1
19623,42,Private,190786,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
19624,40,Private,32214,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
19625,49,Private,147322,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,F,0,0,40,Peru,0
19626,37,Private,186434,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,M,0,0,40,US,1
19627,32,Private,186824,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,M,0,0,40,US,0
19628,21,Private,186849,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
19629,19,?,220517,Some-college,10,Never-married,?,Own-child,White,F,0,0,15,US,0
19630,41,Self-emp-inc,253060,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,7688,0,45,US,1
19631,30,Local-gov,181372,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,F,0,0,33,US,1
19632,55,Private,217802,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,M,0,0,25,US,0
